グループ	MapID	ソート用	マップ上の名前	名前	CAS	PubChem	KEGG	Inchikey	ChEBI	HMDB	Lipidmaps	lipid categories No.
otsuka	SBmap07	Sebacic acid	Sebacic acid	Sebacic acid	111-20-6	5192	C08277	CXMXRPHRNRROMY-UHFFFAOYSA-N	CHEBI:41865			
otsuka	SBmap07	Suberic acid	Suberic acid	Suberic acid;Suberic acid	505-48-6	10457	C08278	TYFQFVWCELRYAO-UHFFFAOYSA-N	CHEBI:9300			
otsuka	SBmap11	Methylamino-L-alanine	3-Methylamino-Ala	3-Methylamino-L-alanine	15920-93-1	105089	C08291	UJVHVMNGOZXSOZ-VKHMYHEASA-N	CHEBI:73169			
otsuka	SBmap07	Galacturonic acid	Galacturonic acid	D-Galacturonic acid	14982-50-4	441476	C08348	AEMOLEFTQBMNLQ-DTEWXJGMSA-N	CHEBI:47954			
otsuka	SBmap07	Glucosamine	Glucosamine	D-Glucosamine	14257-69-3	441477	C08349	MSWZFWKMSRAUBD-QZABAPFNSA-N	CHEBI:28393			
otsuka	SBmap07	Palmitoleic acid	Palmitoleic acid	Palmitoleic acid	373-49-9	445638	C08362	SECPZKHBENQXJG-FPLPWBNLSA-N	CHEBI:28716			
otsuka	SBmap11	Sinigrin	Sinigrin	Sinigrin	3952-98-5	2723733	C08427	PHZOWSSBXJXFOR-GLVDENFASA-N	CHEBI:79317			
otsuka	SBmap11	Beta-Caryophyllene	Beta-Caryophyllene	beta-Caryophyllene	87-44-5	5281515	C09629	NPNUFJAVOOONJE-GFUGXAQUSA-N	CHEBI:10357			
otsuka	SBmap11	Epicatechin	Epicatechin	(-)-Epicatechin	490-46-0	72276	C09727	PFTAWBLQPZVEMU-UKRRQHHQSA-N	CHEBI:90			
otsuka	SBmap11	Epigallocatechin 3-gallate	Epigallocatechin 3-gallate	Epigallocatechin 3-gallate	989-51-5	65064	C09731	WMBWREPUVVBILR-WIYYLYMNSA-N	CHEBI:4806			
otsuka	SBmap11	Naringin	Naringin	Naringin	10236-47-2	442428	C09789	DFPMSGMNTNDNHN-ZPHOTFPESA-N	CHEBI:28819			
otsuka	SBmap11	Paeoniflorin	Paeoniflorin	Paeoniflorin	23180-57-6	442534	C09959	YKRGDOXKVOZESV-WRJNSLSBSA-N	CHEBI:7889			
otsuka	SBmap11	Flavone	Flavone	Flavone	525-82-6	10680	C10043	VHBFFQKBGNRLFZ-UHFFFAOYSA-N	CHEBI:42491			
otsuka	SBmap11	Myricetin	Myricetin	Myricetin	529-44-2	5281672	C10107	IKMDFBPHZNJCSN-UHFFFAOYSA-N	CHEBI:18152			
otsuka	SBmap07	Succinylacetone	Succinylacetone	Succinylacetone	51568-18-4	5312	no data	WYEPBHZLDUPIOD-UHFFFAOYSA-N	CHEBI:87897			
tsuji	SBmap11	Picolinic acid	Picolinic acid		98-98-6	1018	C10164	SIOXPEMLGUPBBT-UHFFFAOYSA-N	CHEBI:28747			
tsuji	SBmap11	Daidzein	Daidzein		486-66-8	5281708	C10208	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	CHEBI:28197			
matsuda	SBmap11	Paeonol	Paeonol		552-41-0	12895	C10712	UILPJVPSNHJFIK-UHFFFAOYSA-N	CHEBI:69581			
tsuji	SBmap07	Fructose	Fructose	D-Fructose	57-48-7	5984	C10906;C00095	BJHIKXHVCXFQLS-UYFOZJQFSA-N	CHEBI:48095			
matsuda	SBmap07	Trichloroacetic acid	Trichloroacetic acid	Trichloroacetic acid	76-03-9	13332	C11150	YNJBWRMUSHSURL-UHFFFAOYSA-N	CHEBI:30956			
tsuji	SBmap11	DL-Ethionine	Ethionine		13073-35-3	25674	C11227	GGLZPLKKBSSKCX-YFKPBYRVSA-N	CHEBI:4886			
tsuji	SBmap11	C-methyl D-erythritol 4-phosphate	MEP	2-C-methyl D-erythritol 4-phosphate	206440-72-4	443198	C11434	XMWHRVNVKDKBRG-UHNVWZDZSA-N	CHEBI:17764			
tsuji	SBmap07	Threo-b-hydroxyaspartic acid	Threo-b-hydroxyaspartic acid	Threo-b-hydroxyaspartic acid;L-threo-3-Hydroxyasparate;3-Hydroxy-Asp	7298-99-9	5425	C11511	YYLQUHNPNCGKJQ-LWMBPPNESA-N	CHEBI:10696			
tsuji	SBmap11	Methyl jasmonate	MeJA		1211-29-6	5281929	C11512	GEWDNTWNSAZUDX-WQMVXFAESA-N	CHEBI:15929			
tsuji	SBmap11	Hydroxy-2-methyl-2-buten-4-yl 4-diphosphate	HDMAPP	1-Hydroxy-2-methyl-2-buten-4-yl 4-diphosphate		5281976	C11811	MDSIZRKJVDMQOQ-GORDUTHDSA-N	CHEBI:15664			
tsuji	SBmap11	Amino-2,3-dihydrobenzoic acid	3-Amino-2,3-dihydrobenzoic acid;Gabaculine	3-Amino-2,3-dihydrobenzoic acid	87980-11-8	3445	C12110	KFNRJXCQEJIBER-UHFFFAOYSA-N	CHEBI:29585			
tsuji	SBmap11	Epigallocatechin	Epigallocatechin	(-)-Epigallocatechin	970-74-1	72277	C12136	XMOCLSLCDHWDHP-IUODEOHRSA-N	CHEBI:42255			
tsuji	SBmap11	Ethyl octanoate	Ethyl octanoate		106-32-1	7799	C12292	YYZUSRORWSJGET-UHFFFAOYSA-N	CHEBI:87426			
tsuji	SBmap11	Methyl salicylate	MeSA		119-36-8	4133	C12305	OSWPMRLSEDHDFF-UHFFFAOYSA-N	CHEBI:31832			
tsuji	SBmap07	Cyclohexanediol	Cyclohexanediol	cis-1,2-Cyclohexanediol	1792-81-0	582704	C12313	PFURGBBHAOXLIO-OLQVQODUSA-N	CHEBI:32329			
tsuji	SBmap07	Boric acid	Boric acid	Boric acid	10043-35-3	7628	C12486	KGBXLFKZBHKPEV-UHFFFAOYSA-N	CHEBI:33118			
tsuji	SBmap07	Acetyl-Lysine	N-Acetyl-Lysine	N-Acetyl-Lysine;N2-Acetyl- L-lysine;N-Acetyl-Lys	1946-82-3	92907	C12989	VEYYWZRYIYDQJM-ZETCQYMHSA-N	CHEBI:35704			
tsuji	SBmap03	Tocopherol acetate	Tocopherol acetate	alpha-Tocopherol acetate	7695-91-2	86472	C13202	ZAKOWWREFLAJOT-CEFNRUSXSA-N	CHEBI:32321			
tsuji	SBmap07	Lactitol	Lactitol	Lactitol	585-86-4	157355	D08266	VQHSOMBJVWLPSR-JVCRWLNRSA-N	CHEBI:75323			
tsuji	SBmap07	Methylserotonine	Methylserotonine	Methylserotonine	1134-01-6	150855	C06212	WYWNEDARFVJQSG-UHFFFAOYSA-N	CHEBI:48294			
tsuji	SBmap07	ParaXanthine	ParaXanthine	ParaXanthine;Paraxanthine;Paraxanthine;1,7-Dimethylxanthine	611-59-6	4687	C13747	QUNWUDVFRNGTCO-UHFFFAOYSA-N	CHEBI:25858			
tsuji	SBmap07	Batyl alcohol	Batyl alcohol	Batyl alcohol;1-O-Octadecyl-sn-glycerol	544-62-7	3681	C13858	OGBUMNBNEWYMNJ-UHFFFAOYSA-N	CHEBI:34117			
tsuji	SBmap11	Anthracene	Anthracene		0120-12-7	8418	C14315	MWPLVEDNUUSJAV-UHFFFAOYSA-N	CHEBI:35297			
tsuji	SBmap11	Kojic acid	Kojic acid		501-30-4	3840	C14516	BEJNERDRQOWKJM-UHFFFAOYSA-N	CHEBI:43572			
tsuji	SBmap07	Thiodiglycolic acid	Thiodiglycolic acid	Thiodiglycolic acid;Thiodiacetic acid;Thiodiacetic acid	123-93-3	31277	C14872	UVZICZIVKIMRNE-UHFFFAOYSA-N	CHEBI:35012			
tsuji	SBmap10	Hyodeoxycholate	HDCA	Hyodeoxycholate;Hyodeoxycholic acid;5beta-cholanic acid-3alpha,6alpha-diol	83-49-8	5283820	C15517	DGABKXLVXPYZII-SIBKNCMHSA-N	CHEBI:52023	HMDB0000733		
tsuji	SBmap10	Glyco-lithocholate	GLCA	Glyco-lithocholate;Glycolithocholic acid;5beta-cholanic acid-3alpha-ol-N-(carboxymethyl)-amide	474-74-8	115245	C15557	XBSQTYHEGZTYJE-OETIFKLTSA-N	CHEBI:37998	HMDB0000698		
tsuji	SBmap11	Sulfosalicylate	Sulfosalicylate	5-Sulfosalicylate	97-05-2	7322	C16199	YCPXWRQRBFJBPZ-UHFFFAOYSA-N	CHEBI:68555			
tsuji	SBmap07	Lipoic acid	Lipoic acid	Lipoic acid;(R)-Lipoate	1200-22-2	6112	C16241	AGBQKNBQESQNJD-SSDOTTSWSA-N	CHEBI:30314			
tsuji	SBmap11	L-Homocysteic acid	Homocysteic acid		14857-77-3	177491	C16511	VBOQYPQEPHKASR-VKHMYHEASA-N	CHEBI:132223			
tsuji	SBmap07	Docosapentaenoic acid	Docosapentaenoic acid	Docosapentaenoic acid	24880-45-3	5497182	C16513	YUFFSWGQGVEMMI-JLNKQSITSA-N	CHEBI:53488			
tsuji	SBmap07	Propyl-5-hydroxy-pentanoic acid	2-Propyl-5-hydroxy-pentanoic acid	2-Propyl-5-hydroxy-pentanoic acid;5-Hydroxyproic acid	53660-23-4	135244	C16650	ZIWBCJXKYKOLJK-UHFFFAOYSA-N	CHEBI:80636			
tsuji	SBmap07	Propyl-3-hydroxy-pentanoic acid	2-Propyl-3-hydroxy-pentanoic acid	2-Propyl-3-hydroxy-pentanoic acid;3-Hydroxyvalproic acid	58888-84-9	134459	C16651	LLPFTSMZBSRZDV-UHFFFAOYSA-N	CHEBI:80637			
tsuji	SBmap07	Propylglutaric acid	2-Propyl-glutaric acid	2-Propyl-glutaric acid;2-Propylglutaric acid	32806-62-5	134970	C16658	IFNXFIJXYVEYLF-UHFFFAOYSA-N	CHEBI:80644			
tsuji	SBmap07	Vanillylamine	Vanillylamine	Vanillylamine	1196-92-5	70966	C16666	WRPWWVNUCXQDQV-UHFFFAOYSA-N	CHEBI:46958			
tsuji	SBmap07	Hydroxylysine (2 isomers)	Hydroxylysine (2 isomers)	Hydroxylysine (2 isomers)	1190-94-9	3032849	C16741	YSMODUONRAFBET-UHNVWZDZSA-N	CHEBI:18040			
tsuji	SBmap11	Hydroxy-L-lysine	5-Hydroxy-Lys	5-Hydroxy-L-lysine	1190-94-10	3032849	C16741	YSMODUONRAFBET-UHNVWZDZSA-N	CHEBI:18040			
tsuji	SBmap10	Tauro-ursodeoxycholate	TUDCA	Tauro-ursodeoxycholate;Tauroursodeoxycholic acid;5beta-cholanic acid-3alpha,7beta-diol-N-(2-sulphoethyl)-amide	14605-22-2	9848818	C16868	BHTRKEVKTKCXOH-LBSADWJPSA-N	CHEBI:80774	HMDB0000874		
tsuji	SBmap07	Threitol	Threitol	Threitol;D-Threitol	2418-52-2	169019	C16884	UNXHWFMMPAWVPI-QWWZWVQMSA-N	CHEBI:48300			
tsuji	SBmap11	Albiflorin	Albiflorin		39011-90-0	24868421	C17457	QQUHMASGPODSIW-ICECTASOSA-N	CHEBI:132793			
tsuji	SBmap11	Hydroxybenzyl alcohol	4-Hydroxybenzyl alcohol	4-Hydroxybenzyl alcohol	0623-05-02	125	C17467	BVJSUAQZOZWCKN-UHFFFAOYSA-N	CHEBI:67410			
tsuji	SBmap11	Heptanoic acid	FFA 7:0		111-14-8	8094	C17714	MNWFXJYAOYHMED-UHFFFAOYSA-N	CHEBI:45571			
tsuji	SBmap10	beta-Muricholate	bMCA	beta-Muricholate;b-Muricholic acid;5beta-cholanic acid-3alpha,6beta,7beta-triol	2393-59-1	5283853	C17726	DKPMWHFRUGMUKF-CRKPLTDNSA-N	CHEBI:81298	HMDB0000415		
tsuji	SBmap10	omega-Muricholate	oMCA	omega-Muricholate;w-Muricholic acid;5beta-cholanic acid-3alpha,6alpha,7beta-triol		5283851	C17727	DKPMWHFRUGMUKF-NTPBNISXSA-N	CHEBI:81299	HMDB0000364		
tsuji	SBmap07	Juniperic acid	Juniperic acid	Juniperic acid;16-Hydroxypalmitate	506-13-8	10466	C18218	UGAGPNKCDRTDHP-UHFFFAOYSA-N	CHEBI:55328			
tsuji	SBmap11	Methylbutyric acid	2-Methylbutyric acid	2-Methylbutyric acid;2-Methylbutyrate	116-53-0	8314	C18319	WLAMNBDJUVNPJU-UHFFFAOYSA-N	CHEBI:37070			
tsuji	SBmap03	Ascorbic acid 2-phosphate	Ascorbic acid 2-phosphate	Ascorbic acid 2-phosphate			C18341	ABTBLEGNFLLCMG-OFBPEYICSA-N				
tsuji	SBmap11	Phenylglycine	Phenyl-Gly		2835-6-5	99291	C18623	ZGUNAGUHMKGQNY-ZETCQYMHSA-N	CHEBI:439819			
otsuka	SBmap11	Succinic anhydride	Succinic anhydride		108-30-5	7922	C19524	RINCXYDBBGOEEQ-UHFFFAOYSA-N	CHEBI:36595			
otsuka	SBmap11	D-Turanose	Turanose	Turanose	547-25-1	5460935	C19636	RULSWEULPANCDV-PIXUTMIVSA-N	CHEBI:32528			
otsuka	SBmap07	Oleamide	Oleamide	Oleamide	301-02-0	5283387	C19670	FATBGEAMYMYZAF-KTKRTIGZSA-N	CHEBI:116314			
otsuka	SBmap11	L-Prolinamide	Prolinamide	L-Prolinamide	7531-52-4	111306	C19781	VLJNHYLEOZPXFW-BYPYZUCNSA-N	CHEBI:21374			
otsuka	SBmap07	Tricarballylic acid	Tricarballylic acid	Propane-1,2,3-tricarboxylate	99-14-9	14925	C19806	KQTIIICEAUMSDG-UHFFFAOYSA-N	CHEBI:45969			
otsuka	SBmap07	Acetylneuraminic acid	N-Acetylneuraminic acid	N-Acetylneuraminic acid	489-46-3	445063	C19910	SQVRNKJHWKZAKO-PFQGKNLYSA-N	CHEBI:45744			
otsuka	SBmap11	Iminodiacetate	Iminodiacetate		142-73-4	8897	C19911	NBZBKCUXIYYUSX-UHFFFAOYSA-N	CHEBI:24786			
otsuka	SBmap07	Hydroxymethyl-2-furoic acid	5-Hydroxymethyl-2-furoic acid	5-Hydroxymethyl-2-furoic acid	6338-41-6	80642	C20448	PCSKKIUURRTAEM-UHFFFAOYSA-N	CHEBI:89118			
otsuka	SBmap04	beta-Cityl-L-glutamate	beta-Cityl-L-glutamate	beta-Cityl-L-glutamate	69281-09-0	189741	C20775	GAQNUGISBQJMKO-YFKPBYRVSA-N	CHEBI:77065			
otsuka	SBmap07	Hydroxyisovaleric acid	3-Hydroxyisovaleric acid	3-Hydroxyisovaleric acid	625-08-1	69362	C20827	AXFYFNCPONWUHW-UHFFFAOYSA-N	CHEBI:37084			
otsuka	SBmap07	Ophthalmic acid	Ophthalmic acid	Ophthalmic acid	495-27-2	7018721	C21016	JCMUOFQHZLPHQP-BQBZGAKWSA-N	CHEBI:84058			
otsuka	SBmap07	Morpholinoethanesulfonic acid	2-Morpholinoethanesulfonic acid	2-Morpholinoethanesulfonic acid	4432-31-9	78165	no data	SXGZJKUKBWWHRA-UHFFFAOYSA-N				
otsuka	SBmap07	Methionine sulfone	Methionine sulfone	Methionine sulfone	820-10-0	69961	no data	UCUNFLYVYCGDHP-UHFFFAOYSA-N	CHEBI:132188			
otsuka	SBmap07	Octadecanol	Octadecanol	Stearyl alcohol	112-92-5	8221	D01924	GLDOVTGHNKAZLK-UHFFFAOYSA-N	CHEBI:32154			
otsuka	SBmap07	Monostearin	Monostearin	Glyceryl monostearate	31566-31-1	24699	D01947	VBICKXHEKHSIBG-UHFFFAOYSA-N	CHEBI:75555			
otsuka	SBmap07	Maltitol	Maltitol	Maltitol	585-88-6	493591	D04845	VQHSOMBJVWLPSR-WUJBLJFYSA-N	CHEBI:68428			
otsuka	SBmap07	Aminohippuric acid	p-Aminohippuric acid	p-Aminohippuric acid;4-aminohippuric acid	61-78-9	2148	D06890	HSMNQINEKMPTIC-UHFFFAOYSA-N	CHEBI:104011			
otsuka	SBmap07	Acetylglutamine	N-Acetylglutamine	N-Acetylglutamine	2490-97-3	182230	D07063	KSMRODHGGIIXDV-YFKPBYRVSA-N	CHEBI:21553			
otsuka	SBmap07	Fendiline	Fendiline	Fendiline	13042-18-7	3336	D07185	NMKSAYKQLCHXDK-UHFFFAOYSA-N	CHEBI:94434			
	SBmap07	Acetylglycine	Acetylglycine	Acetylglycine;Acetyl-Gly	543-24-8	10972		OKJIRPAQVSHGFK-UHFFFAOYSA-N	CHEBI:21501			
	SBmap07	Acetylserine	N-Acetylserine	N-Acetylserine	16354-58-8	65249		JJIHLJJYMXLCOY-BYPYZUCNSA-N	CHEBI:45441			
	SBmap07	Acetyltyrosine	N-Acetyltyrosine	N-Acetyltyrosine	537-55-3	68310		CAHKINHBCWCHCF-JTQLQIEISA-N	CHEBI:21563			
	SBmap11	Alanylalanin	Alanyl-Ala									
	SBmap03	Alanyl-glutamine	Alanyl-glutamine	Alanyl-glutamine				HJCMDXDYPOUFDY-WHFBIAKZSA-N	CHEBI:73788			
	SBmap10	allo-Chenodeoxycholate	allo_CDCA	allo-Chenodeoxycholate;Allo-chenodeoxycholic acid;Allo 5beta-cholanic acid-3alpha,7alpha-diol	15357-34-3					HMDB0000514		
	SBmap10	allo-Lithocholate	allo_LCA	allo-Lithocholate;Allo-lithocholic acid;Allo 5beta-cholanic acid-3alpha-ol	2276-94-0					HMDB0000381		
	SBmap10	alpha-Muricholate	aMCA	alpha-Muricholate;a-Muricholic acid;5beta-cholanic acid-3alpha,6beta,7alpha-triol	1197-17-7			GYDJEQRTZSCIOI-UHFFFAOYSA-N		HMDB0000506		
	SBmap11	Amino-1-methyluracil	6-Amino-1-methyluracil	6-Amino-1-methyluracil	2434-53-9			GZLZRPNUDBIQBM-UHFFFAOYSA-N				
	SBmap11	aminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate	AICARP	5-aminoimidazole-4-carboxamide-1-4-hydroxyphenylacetic acid-D-ribofuranosyl 5'-monophosphate								
	SBmap07	Aminooctanoic acid	2-Aminooctanoic acid	2-Aminooctanoic acid	644-90-6	69522		AKVBCGQVQXPRLD-UHFFFAOYSA-N	CHEBI:75145			
	SBmap07	Aminopimelic acid	2-Aminopimelic acid	2-Aminopimelic acid	627-76-9	101122		JUQLUIFNNFIIKC-UHFFFAOYSA-N	CHEBI:64305			
	SBmap11	Anhydro-beta-D-glucose	Levoglucosan		112602-30-9			TWNIBLMWSKIRAT-VFUOTHLCSA-N	CHEBI:30997			
	SBmap07	Anhydroglucose	1,6-Anhydroglucose	1,6-Anhydroglucose	0498-07-07	2724705		TWNIBLMWSKIRAT-VFUOTHLCSA-N	CHEBI:30997			
	SBmap07	Aspartic acid-d3	Aspartic acid-d3	Aspartic acid-d3	3842-25-9							
	SBmap07	Benzyl-Cysteine	S-Benzyl-Cysteine	S-Benzyl-Cysteine	3058/1/3	12292		SYEOWUNSTUDKGM-UHFFFAOYSA-N	CHEBI:68503			
	SBmap11	Bicine	Bicine		150-25-4			FSVCELGFZIQNCK-UHFFFAOYSA-N				
	SBmap11	Bromohypoxanthine (IS)	2-Bromohypoxanthine (IS)	2-Bromohypoxanthine (IS)								
	SBmap11	Butylamine	1-Butylamine	1-Butylamine	109-73-9			HQABUPZFAYXKJW-UHFFFAOYSA-N	CHEBI:43799			
	SBmap07	Butyrylglycine	N-Butyrylglycine	N-Butyrylglycine	20208-73-5	88412		WPSSBBPLVMTKRN-UHFFFAOYSA-N				
	SBmap11	Camphorsulfonic acid (IS)	10-Camphorsulfonic acid (IS)									
	SBmap07	cCMP	cCMP	cCMP	3616-08-8	4193	C00941	WCPTXJJVVDAEMW-XVFCMESISA-N	CHEBI:17065			
	SBmap07	Citric acid-d4	Citric acid-d4	Citric acid-d4	147664-83-3			KRKNYBCHXYNGOX-LNLMKGTHSA-N	CHEBI:76049			
	SBmap11	Cyclic adenosine diphosphate-ribose	cADP-Rib									
	SBmap07	Cystamine	Cystamine	Cystamine	51-85-4	2915		APQPRKLAWCIJEK-UHFFFAOYSA-N	CHEBI:78757			
	SBmap07	Decadienedioic acid	Decadienedioic acid	Decadienedioic acid	0-00-0							
	SBmap11	deoxyribose 5-phosphate	dR5P	2-deoxyribose 5-phosphate								
	SBmap07	Deoxytetronic acid	2-Deoxytetronic acid	2-Deoxytetronic acid	51267-44-8	150929		DZAIOXUZHHTJKN-UHFFFAOYSA-N				
	SBmap11	D-Hydroorotate	Hydroorotate									
	SBmap11	Diaminopurine	2,6-Diaminopurine	2,6-Diaminopurine	1006-52-6			MSSXOMSJDRHRMC-UHFFFAOYSA-N	CHEBI:40235			
	SBmap11	Diethylaminoethanol	2-Diethylaminoethanol	2-Diethylaminoethanol	100-37-8			BFSVOASYOCHEOV-UHFFFAOYSA-N	CHEBI:52153			
	SBmap07	Dihydroxybenzylamine	3,4-Dihydroxybenzylamine	3,4-Dihydroxybenzylamine	37491-68-2	91623		YFMPSMITLLBENU-UHFFFAOYSA-N				
	SBmap11	Dimethyl malonic acid	Dimethyl malonic acid		108-59-8			OREAFAJWWJHCOT-UHFFFAOYSA-N				
	SBmap11	DL-Beta-Phenyllactic acid	Phenyllactic acid		13113-71-8			NWCHELUCVWSRRS-UHFFFAOYSA-N	CHEBI:50392			
	SBmap11	DL-Hexanoylcarnitine	Hexanoylcarnitine		14919-34-7			VVPRQWTYSNDTEA-UHFFFAOYSA-N	CHEBI:70749			
	SBmap11	DL-Homocysteine thiolactone	Homocysteine thiolactone		10593-85-8			KIWQWJKWBHZMDT-VKHMYHEASA-N	CHEBI:60315			
	SBmap11	DL-methionine sulfoxide	MSO		104-93-8			CHLICZRVGGXEOD-UHFFFAOYSA-N				
	SBmap07	Dopa-13C6	Dopa-13C6	Dopa-13C6	201417-12-1							
	SBmap11	Epicatechin gallate	Epicatechin gallate									
	SBmap07	Epoxydodecanedioic acid	3,6-Epoxydodecanedioic acid	3,6-Epoxydodecanedioic acid	0-00-0							
	SBmap11	Ethoxypropionic acid	3-Ethoxypropionic acid	3-Ethoxypropionic acid	1331-11-9			JRXXEXVXTFEBIY-UHFFFAOYSA-N				
	SBmap03	Ethylenediamine	Ethylenediamine	Ethylenediamine			D01114	PIICEJLVQHRZGT-UHFFFAOYSA-N				
	SBmap11	Ethylhexanoic acid	2-Ethylhexanoic acid	2-Ethylhexanoic acid	1070-68-4			OBETXYAYXDNJHR-UHFFFAOYSA-N				
	SBmap07	Ethylhydracrylic acid	Ethylhydracrylic acid	Ethylhydracrylic acid	4374-62-3	188979		ZMZQVAUJTDKQGE-UHFFFAOYSA-N	CHEBI:82956			
	SBmap07	Ethylmalonic acid	Ethylmalonic acid	Ethylmalonic acid	601-75-2	11756		UKFXDFUAPNAMPJ-UHFFFAOYSA-N	CHEBI:741548			
	SBmap11	Formylpteroic acid	10-Formylpteroic acid									
	SBmap11	Glutaric anhydride	Glutaric anhydride		108-55-4			VANNPISTIUFMLH-UHFFFAOYSA-N				
	SBmap10	Glyco-hyodeoxycholate	GHDCA	Glyco-hyodeoxycholate;Glycohyodeoxycholic acid;5beta-cholanic acid-3alpha,6alpha-diol-N-(carboxymethyl)-amide	13042-33-6							
	SBmap10	Glyco-ursodeoxycholate	GUDCA	Glyco-ursodeoxycholate;Glycoursodeoxycholic acid;5beta-cholanic acid-3alpha,7beta-diol-N-(carboxymethyl)-amide	64480-66-6			GHCZAUBVMUEKKP-XROMFQGDSA-N		HMDB0000708		
	SBmap03	Glycyl-glutamine	Glycyl-glutamine	Glycyl-glutamine				PNMUAGGSDZXTHX-BYPYZUCNSA-N	CHEBI:73898			
	SBmap11	Heptanesulfonic acid	1-Heptanesulfonic acid	1-Heptanesulfonic acid	149158-18-9			AKRQHOWXVSDJEF-UHFFFAOYSA-N				
	SBmap07	Hexanoylglycine	Hexanoylglycine	Hexanoylglycine	24003-67-6	99463		UPCKIPHSXMXJOX-UHFFFAOYSA-N	CHEBI:64390			
	SBmap07	Hexenedioic acid	2-Hexenedioic acid	2-Hexenedioic acid	4440-68-0	53440600		HSBSUGYTMJWPAX-UHFFFAOYSA-N				
	SBmap07	Hydroxoctanoic acid	7-Hydroxoctanoic acid	7-Hydroxoctanoic acid	17173-14-7	167627		OFCMTSZRXXFMBQ-UHFFFAOYSA-N				
	SBmap11	Hydroxy glutaric acid	2-Hydroxy glutaric acid	2-Hydroxy glutaric acid								
	SBmap07	Hydroxy-3-methylvaleric acid	2-Hydroxy-3-methylvaleric acid	2-Hydroxy-3-methylvaleric acid	488-15-3	164623		RILPIWOPNGRASR-UHFFFAOYSA-N				
	SBmap07	Hydroxyadipic acid	3-Hydroxyadipic acid	3-Hydroxyadipic acid	14292-29-6	151913		YVOMYDHIQVMMTA-UHFFFAOYSA-N				
	SBmap11	Hydroxyanthranilic acid	5-Hydroxyanthranilic acid	5-Hydroxyanthranilic acid	394-31-0			DPELYVFAULJYNX-UHFFFAOYSA-M				
	SBmap07	Hydroxydodecanedioic acid	3-Hydroxydodecanedioic acid	3-Hydroxydodecanedioic acid	34574-69-1	16663321		FYVQCLGZFXHEGL-UHFFFAOYSA-N				
	SBmap07	Hydroxyglutaric acid	3-Hydroxyglutaric acid	3-Hydroxyglutaric acid	638-18-6	181976		ZQHYXNSQOIDNTL-UHFFFAOYSA-N				
	SBmap07	Hydroxyisobutyric acid	2-Hydroxyisobutyric acid	2-Hydroxyisobutyric acid	594-61-6	11671		BWLBGMIXKSTLSX-UHFFFAOYSA-N	CHEBI:50129			
	SBmap07	Hydroxyisovaleric acid	2-Hydroxyisovaleric acid	2-Hydroxyisovaleric acid	4026-18-0	99823		NGEWQZIDQIYUNV-UHFFFAOYSA-N	CHEBI:60645			
	SBmap07	Hydroxyphenyl)-3-hydroxypropionic acid	3-(3-Hydroxyphenyl)-3-hydroxypropionic acid	3-(3-Hydroxyphenyl)-3-hydroxypropionic acid	3247-75-4	102959		KHTAGVZHYUZYMF-UHFFFAOYSA-N				
	SBmap11	Hydroxypyridine	4-Hydroxypyridine	4-Hydroxypyridine	108-96-3			GCNTZFIIOFTKIY-UHFFFAOYSA-N				
	SBmap07	Hydroxysebacic acid	2-Hydroxysebacic acid	2-Hydroxysebacic acid	103963-71-9	128458		LPIOYESQKJFWPQ-UHFFFAOYSA-N				
	SBmap07	Hydroxysebacic acid	3-Hydroxysebacic acid	3-Hydroxysebacic acid	73141-46-5	3017884		OQYZCCKCJQWHIE-UHFFFAOYSA-N				
	SBmap07	Hydroxyvaleric acid	3-Hydroxyvaleric acid	3-Hydroxyvaleric acid	10237-77-1	107802		REKYPYSUBKSCAT-UHFFFAOYSA-N				
	SBmap11	Indoxyl sulfate	Indoxyl sulfate		130385-38-5			BXFFHSIDQOFMLE-UHFFFAOYSA-N	CHEBI:43355			
	SBmap07	Isobutyrylglycine	Isobutyrylglycine	Isobutyrylglycine	15926-18-8	10855600		DCICDMMXFIELDF-UHFFFAOYSA-N	CHEBI:70979			
	SBmap07	Isoleucine	allo-Isoleucine	allo-Isoleucine	1509-34-8	99288		AGPKZVBTJJNPAG-UHNVWZDZSA-N	CHEBI:85338			
	SBmap11	Isophthalic acid	Isophthalic acid		10027-33-5			QQVIHTHCMHWDBS-UHFFFAOYSA-L	CHEBI:30803			
	SBmap07	Isovalerylglycine	Isovalerylglycine	Isovalerylglycine	16284-60-9	546304		ZRQXMKMBBMNNQC-UHFFFAOYSA-N	CHEBI:70984			
	SBmap11	Isovalerylglycine	IsovalerylGly									
	SBmap10	keto_LCA	12keto_LCA	12-Keto-lithocholate;keto_LCA;12-Keto-lithocholic acid;3alpha-hydroxy-12-oxo-5beta-cholanoic acid	5130-29-0					HMDB0000328		
	SBmap10	Keto-deoxycholate	7keto_DCA	7-Keto-deoxycholate;Keto-deoxycholate;7-Keto-deoxycholic acid;5beta-cholanic acid-3alpha,12alpha-diol-7-one	911-40-0					HMDB0000391		
	SBmap11	Keto-D-gluconate	5-Keto-gluconate	5-Keto-D-gluconate								
	SBmap10	Keto-lithocholate	7keto_LCA	7-Keto-lithocholate;Keto-lithocholate;7-Keto-lithocholic acid;5beta-cholanic acid-3alpha-ol-7-one	4651-67-6					HMDB0000467		
